variable,Aggr,value ,Times [min],x [km],y [km],z [km],Experiment
Precipitation,P90,0.0,0,0,0,,050
Precipitation,mean r>0,0.26499998569488525,70,78,78,,050
Precipitation,max r>0,24.320999145507812,90,70,76,,050
W,P90,0.019,95,64,146,11.0,051
W,P10,-0.019,135,12,80,8.0,051
W,mean W>0,0.014000000432133675,50,128,100,8.0,051
W,mean W<0,-0.013000000268220901,205,112,26,14.0,051
Reflectivity,P90,-30.0,0,0,0,0.0,051
Reflectivity,mean r>0,16.304000854492188,50,62,70,2.0,051
Reflectivity,max r>0,52.33000183105469,25,72,72,3.0,051
Precipitation,P90,0.0,0,0,0,,051
Precipitation,mean r>0,0.1080000028014183,60,74,70,,051
Precipitation,max r>0,15.225000381469727,80,70,72,,051
W,P90,0.025,170,80,90,9.0,052
W,P10,-0.025,45,30,78,1.0,052
W,mean W>0,0.017999999225139618,190,98,52,8.0,052
W,mean W<0,-0.017000000923871994,40,44,116,7.0,052
Reflectivity,P90,-30.0,0,0,0,0.0,052
Reflectivity,mean r>0,18.874000549316406,70,74,72,1.0,052
Reflectivity,max r>0,55.80699920654297,30,74,76,3.0,052
Precipitation,P90,0.0,0,0,0,,052
Precipitation,mean r>0,0.3400000035762787,70,80,74,,052
Precipitation,max r>0,30.597000122070312,90,72,76,,052
W,P90,0.025,130,26,104,8.0,053
W,P10,-0.025,155,44,116,15.0,053
W,mean W>0,0.01899999938905239,135,72,46,10.0,053
W,mean W<0,-0.017000000923871994,65,98,134,12.0,053
Reflectivity,P90,-30.0,0,0,0,0.0,053
Reflectivity,mean r>0,16.993000030517578,80,100,46,6.0,053
Reflectivity,max r>0,55.125999450683594,25,74,78,3.0,053
Precipitation,P90,0.0,0,0,0,,053
Precipitation,mean r>0,0.26100000739097595,65,66,88,,053
Precipitation,max r>0,33.577999114990234,95,72,80,,053
W,P90,0.107,105,154,56,4.0,054
W,P10,-0.105,210,130,74,6.0,054
W,mean W>0,0.1509999930858612,225,18,74,9.0,054
W,mean W<0,-0.09600000083446503,180,76,114,1.0,054
Reflectivity,P90,-30.0,0,0,0,0.0,054
Reflectivity,mean r>0,24.799999237060547,155,104,66,6.0,054
Reflectivity,max r>0,59.20500183105469,25,74,76,4.0,054
Precipitation,P90,0.001,65,96,78,,054
Precipitation,mean r>0,2.5280001163482666,185,102,62,,054
Precipitation,max r>0,102.99700164794922,240,70,78,,054
W,P90,0.017,110,32,122,9.0,055
W,P10,-0.017,45,32,60,3.0,055
W,mean W>0,0.012000000104308128,70,144,70,15.0,055
W,mean W<0,-0.012000000104308128,25,108,34,17.0,055
Reflectivity,P90,-30.0,0,0,0,0.0,055
Reflectivity,mean r>0,16.621999740600586,65,80,74,1.0,055
Reflectivity,max r>0,50.60300064086914,30,72,76,3.0,055
Precipitation,P90,0.0,0,0,0,,055
Precipitation,mean r>0,0.05400000140070915,55,64,78,,055
Precipitation,max r>0,6.389999866485596,70,70,76,,055
W,P90,0.031,155,120,106,10.0,056
W,P10,-0.031,60,102,10,15.0,056
W,mean W>0,0.023000000044703484,155,108,30,18.0,056
W,mean W<0,-0.019999999552965164,50,52,150,7.0,056
Reflectivity,P90,-30.0,0,0,0,0.0,056
Reflectivity,mean r>0,17.975000381469727,80,76,76,3.0,056
Reflectivity,max r>0,56.55500030517578,25,74,76,4.0,056
Precipitation,P90,0.0,0,0,0,,056
Precipitation,mean r>0,0.35600000619888306,40,66,76,,056
Precipitation,max r>0,31.20400047302246,95,70,76,,056
W,P90,0.024,165,46,96,3.0,057
W,P10,-0.024,20,84,106,12.0,057
W,mean W>0,0.017000000923871994,195,136,10,14.0,057
W,mean W<0,-0.01600000075995922,85,88,110,3.0,057
Reflectivity,P90,-30.0,0,0,0,0.0,057
Reflectivity,mean r>0,17.349000930786133,70,78,80,6.0,057
Reflectivity,max r>0,53.97700119018555,30,72,76,2.0,057
Precipitation,P90,0.0,0,0,0,,057
Precipitation,mean r>0,0.20800000429153442,35,72,74,,057
Precipitation,max r>0,22.013999938964844,85,70,76,,057
W,P90,0.026,160,112,58,7.0,058
W,P10,-0.026,200,64,132,5.0,058
W,mean W>0,0.01899999938905239,175,18,102,18.0,058
W,mean W<0,-0.017000000923871994,215,48,30,10.0,058
Reflectivity,P90,-30.0,0,0,0,0.0,058
Reflectivity,mean r>0,17.614999771118164,55,88,74,2.0,058
Reflectivity,max r>0,54.895999908447266,30,72,76,2.0,058
Precipitation,P90,0.0,0,0,0,,058
Precipitation,mean r>0,0.25699999928474426,65,62,80,,058
Precipitation,max r>0,23.70199966430664,85,70,76,,058
W,P90,0.086,190,100,136,1.0,059
W,P10,-0.096,90,116,52,10.0,059
W,mean W>0,0.14300000667572021,85,82,62,10.0,059
W,mean W<0,-0.08799999952316284,170,36,98,5.0,059
Reflectivity,P90,-30.0,0,0,0,0.0,059
Reflectivity,mean r>0,26.077999114990234,235,66,26,11.0,059
Reflectivity,max r>0,59.9379997253418,80,78,82,5.0,059
Precipitation,P90,0.0,230,46,108,,059
Precipitation,mean r>0,2.2690000534057617,140,68,62,,059
Precipitation,max r>0,67.56600189208984,240,70,80,,059
W,P90,0.479,135,66,58,10.0,060
W,P10,-0.687,80,26,124,7.0,060
W,mean W>0,0.531000018119812,50,80,136,10.0,060
W,mean W<0,-0.40700000524520874,35,40,62,17.0,060
Reflectivity,P90,26.857,240,0,70,1.0,060
Reflectivity,mean r>0,25.368000030517578,120,12,14,7.0,060
Reflectivity,max r>0,62.066001892089844,85,4,0,3.0,060
Precipitation,P90,25.447,180,2,96,,060
Precipitation,mean r>0,9.116999626159668,190,148,92,,060
Precipitation,max r>0,92.28399658203125,240,72,84,,060
W,P90,0.45,100,6,108,6.0,061
W,P10,-0.698,70,70,2,8.0,061
W,mean W>0,0.5099999904632568,60,68,114,9.0,061
W,mean W<0,-0.4020000100135803,100,62,64,13.0,061
Reflectivity,P90,23.783,85,48,28,7.0,061
Reflectivity,mean r>0,25.065000534057617,210,80,4,4.0,061
Reflectivity,max r>0,60.696998596191406,90,16,102,4.0,061
Precipitation,P90,22.101,175,20,124,,061
Precipitation,mean r>0,7.701000213623047,135,106,142,,061
Precipitation,max r>0,88.25,240,72,84,,061
W,P90,0.572,195,144,120,5.0,062
W,P10,-0.681,20,98,74,4.0,062
W,mean W>0,0.5870000123977661,175,8,106,5.0,062
W,mean W<0,-0.414000004529953,120,14,50,13.0,062
Reflectivity,P90,27.432,160,12,76,3.0,062
Reflectivity,mean r>0,25.038000106811523,140,36,116,1.0,062
Reflectivity,max r>0,61.22100067138672,80,12,156,4.0,062
Precipitation,P90,28.84,220,14,140,,062
Precipitation,mean r>0,9.210000038146973,100,12,8,,062
Precipitation,max r>0,152.23699951171875,240,156,50,,062
W,P90,0.423,50,96,58,10.0,063
W,P10,-0.716,60,22,80,17.0,063
W,mean W>0,0.5370000004768372,75,46,150,12.0,063
W,mean W<0,-0.414000004529953,60,32,24,19.0,063
Reflectivity,P90,25.479,240,70,32,0.0,063
Reflectivity,mean r>0,25.31399917602539,70,74,56,5.0,063
Reflectivity,max r>0,61.24599838256836,50,74,82,5.0,063
Precipitation,P90,24.52,135,20,146,,063
Precipitation,mean r>0,9.128000259399414,220,116,94,,063
Precipitation,max r>0,133.54299926757812,240,2,0,,063
W,P90,0.059,110,150,0,16.0,064
W,P10,-0.058,65,70,18,9.0,064
W,mean W>0,0.04699999839067459,55,82,12,2.0,064
W,mean W<0,-0.041999999433755875,40,132,112,5.0,064
Reflectivity,P90,-30.0,0,0,0,0.0,064
Reflectivity,mean r>0,20.34000015258789,70,86,62,1.0,064
Reflectivity,max r>0,59.707000732421875,25,76,78,5.0,064
Precipitation,P90,0.0,90,40,96,,064
Precipitation,mean r>0,0.5920000076293945,180,70,92,,064
Precipitation,max r>0,46.4739990234375,235,74,80,,064
W,P90,0.619,165,88,44,6.0,065
W,P10,-0.78,70,136,76,9.0,065
W,mean W>0,0.7770000100135803,175,68,60,3.0,065
W,mean W<0,-0.4449999928474426,180,50,24,12.0,065
Reflectivity,P90,32.475,185,156,78,5.0,065
Reflectivity,mean r>0,26.395999908447266,110,134,152,6.0,065
Reflectivity,max r>0,60.9739990234375,150,134,44,0.0,065
Precipitation,P90,30.009,210,66,12,,065
Precipitation,mean r>0,10.149999618530273,175,156,128,,065
Precipitation,max r>0,176.125,240,72,84,,065
W,P90,0.463,160,118,122,14.0,066
W,P10,-0.713,130,48,10,7.0,066
W,mean W>0,0.5569999814033508,55,114,74,1.0,066
W,mean W<0,-0.4169999957084656,135,124,102,13.0,066
Reflectivity,P90,27.642,90,96,106,3.0,066
Reflectivity,mean r>0,25.231000900268555,130,0,154,1.0,066
Reflectivity,max r>0,60.367000579833984,100,14,20,2.0,066
Precipitation,P90,21.979,150,10,116,,066
Precipitation,mean r>0,8.39900016784668,235,124,94,,066
Precipitation,max r>0,88.86199951171875,240,74,136,,066
W,P90,0.509,85,54,96,16.0,067
W,P10,-0.55,210,100,100,0.0,067
W,mean W>0,0.5699999928474426,80,26,98,17.0,067
W,mean W<0,-0.32199999690055847,135,78,68,2.0,067
Reflectivity,P90,28.999,95,32,0,7.0,067
Reflectivity,mean r>0,26.450000762939453,240,112,118,5.0,067
Reflectivity,max r>0,59.95199966430664,95,0,56,3.0,067
Precipitation,P90,26.014,200,20,40,,067
Precipitation,mean r>0,8.75,225,64,142,,067
Precipitation,max r>0,135.8070068359375,240,126,122,,067
W,P90,0.496,130,28,80,14.0,068
W,P10,-0.66,95,58,92,9.0,068
W,mean W>0,0.574999988079071,190,96,8,7.0,068
W,mean W<0,-0.39100000262260437,125,82,112,5.0,068
Reflectivity,P90,28.295,125,124,40,2.0,068
Reflectivity,mean r>0,25.461000442504883,120,26,144,0.0,068
Reflectivity,max r>0,61.597999572753906,120,0,82,2.0,068
Precipitation,P90,21.764,225,66,80,,068
Precipitation,mean r>0,7.922999858856201,130,46,120,,068
Precipitation,max r>0,103.49800109863281,240,94,22,,068
W,P90,0.025,85,84,56,12.0,069
W,P10,-0.024,100,62,40,14.0,069
W,mean W>0,0.019999999552965164,65,88,128,6.0,069
W,mean W<0,-0.017000000923871994,175,16,48,3.0,069
Reflectivity,P90,-30.0,0,0,0,0.0,069
Reflectivity,mean r>0,19.06399917602539,140,96,56,3.0,069
Reflectivity,max r>0,55.742000579833984,25,74,78,4.0,069
Precipitation,P90,0.0,35,78,100,,069
Precipitation,mean r>0,0.4699999988079071,65,80,72,,069
Precipitation,max r>0,38.507999420166016,110,70,82,,069
W,P90,0.066,115,78,58,0.0,070
W,P10,-0.066,135,140,58,4.0,070
W,mean W>0,0.05900000035762787,180,68,34,4.0,070
W,mean W<0,-0.04899999871850014,55,60,124,10.0,070
Reflectivity,P90,-30.0,0,0,0,0.0,070
Reflectivity,mean r>0,21.900999069213867,160,82,80,6.0,070
Reflectivity,max r>0,58.43000030517578,30,72,76,5.0,070
Precipitation,P90,0.0,65,52,62,,070
Precipitation,mean r>0,0.9750000238418579,95,62,64,,070
Precipitation,max r>0,32.28900146484375,120,70,76,,070
W,P90,0.051,90,134,40,14.0,071
W,P10,-0.05,205,112,18,15.0,071
W,mean W>0,0.04100000113248825,100,100,0,12.0,071
W,mean W<0,-0.035999998450279236,45,20,38,3.0,071
Reflectivity,P90,-30.0,0,0,0,0.0,071
Reflectivity,mean r>0,19.27899932861328,110,76,80,1.0,071
Reflectivity,max r>0,59.22700119018555,25,74,76,5.0,071
Precipitation,P90,0.0,30,62,64,,071
Precipitation,mean r>0,0.5410000085830688,110,62,82,,071
Precipitation,max r>0,30.20800018310547,110,70,78,,071
W,P90,0.055,175,120,70,6.0,072
W,P10,-0.054,175,112,112,15.0,072
W,mean W>0,0.04399999976158142,120,132,42,9.0,072
W,mean W<0,-0.03799999877810478,75,130,104,8.0,072
Reflectivity,P90,-30.0,0,0,0,0.0,072
Reflectivity,mean r>0,20.711999893188477,95,92,74,6.0,072
Reflectivity,max r>0,59.00299835205078,25,74,76,5.0,072
Precipitation,P90,0.0,0,0,0,,072
Precipitation,mean r>0,0.6520000100135803,75,86,72,,072
Precipitation,max r>0,32.57600021362305,90,72,76,,072
W,P90,0.066,105,62,126,8.0,073
W,P10,-0.067,50,0,74,6.0,073
W,mean W>0,0.061000000685453415,160,60,82,19.0,073
W,mean W<0,-0.05000000074505806,25,60,46,7.0,073
Reflectivity,P90,-30.0,0,0,0,0.0,073
Reflectivity,mean r>0,22.176000595092773,120,80,84,7.0,073
Reflectivity,max r>0,58.084999084472656,30,72,74,3.0,073
Precipitation,P90,0.0,155,50,48,,073
Precipitation,mean r>0,0.9399999976158142,130,86,72,,073
Precipitation,max r>0,33.64099884033203,125,70,74,,073
W,P90,0.363,205,10,98,15.0,074
W,P10,-0.337,60,68,48,10.0,074
W,mean W>0,0.5490000247955322,60,96,32,18.0,074
W,mean W<0,-0.25600001215934753,40,92,102,11.0,074
Reflectivity,P90,24.632,230,142,34,5.0,074
Reflectivity,mean r>0,29.90999984741211,100,74,50,7.0,074
Reflectivity,max r>0,60.444000244140625,50,70,80,5.0,074
Precipitation,P90,10.359,205,46,82,,074
Precipitation,mean r>0,8.798999786376953,225,38,96,,074
Precipitation,max r>0,149.5989990234375,240,68,82,,074
W,P90,0.064,180,20,146,6.0,075
W,P10,-0.064,140,74,42,18.0,075
W,mean W>0,0.054999999701976776,50,42,126,10.0,075
W,mean W<0,-0.04699999839067459,135,6,122,12.0,075
Reflectivity,P90,-30.0,0,0,0,0.0,075
Reflectivity,mean r>0,20.959999084472656,195,90,68,0.0,075
Reflectivity,max r>0,58.19499969482422,30,72,76,4.0,075
Precipitation,P90,0.0,185,80,34,,075
Precipitation,mean r>0,0.8299999833106995,170,82,66,,075
Precipitation,max r>0,30.924999237060547,120,70,76,,075
W,P90,0.07,175,86,150,7.0,076
W,P10,-0.07,220,8,66,16.0,076
W,mean W>0,0.07000000029802322,165,6,122,10.0,076
W,mean W<0,-0.054999999701976776,45,108,134,9.0,076
Reflectivity,P90,-30.0,0,0,0,0.0,076
Reflectivity,mean r>0,23.27199935913086,170,78,78,6.0,076
Reflectivity,max r>0,58.57500076293945,30,72,76,5.0,076
Precipitation,P90,0.0,60,62,58,,076
Precipitation,mean r>0,1.0750000476837158,205,98,66,,076
Precipitation,max r>0,32.92499923706055,115,70,76,,076
W,P90,0.189,120,42,68,17.0,077
W,P10,-0.196,170,34,128,5.0,077
W,mean W>0,0.27799999713897705,200,34,8,13.0,077
W,mean W<0,-0.16500000655651093,90,30,114,2.0,077
Reflectivity,P90,-30.0,0,0,0,0.0,077
Reflectivity,mean r>0,27.660999298095703,165,64,46,0.0,077
Reflectivity,max r>0,59.93000030517578,80,64,68,5.0,077
Precipitation,P90,0.255,135,84,54,,077
Precipitation,mean r>0,2.625999927520752,225,44,70,,077
Precipitation,max r>0,87.83599853515625,240,68,76,,077
W,P90,0.08,145,60,48,12.0,078
W,P10,-0.082,45,26,56,7.0,078
W,mean W>0,0.08799999952316284,235,26,76,4.0,078
W,mean W<0,-0.06599999964237213,210,14,50,10.0,078
Reflectivity,P90,-30.0,0,0,0,0.0,078
Reflectivity,mean r>0,23.972999572753906,110,76,60,9.0,078
Reflectivity,max r>0,58.375,20,74,76,5.0,078
Precipitation,P90,0.0,155,46,60,,078
Precipitation,mean r>0,1.2799999713897705,160,84,56,,078
Precipitation,max r>0,37.89099884033203,135,70,74,,078
W,P90,0.354,130,44,42,6.0,079
W,P10,-0.589,95,154,102,6.0,079
W,mean W>0,0.41200000047683716,75,132,96,11.0,079
W,mean W<0,-0.3490000069141388,140,88,148,10.0,079
Reflectivity,P90,17.467,140,108,18,0.0,079
Reflectivity,mean r>0,23.106000900268555,70,8,84,7.0,079
Reflectivity,max r>0,59.803001403808594,15,74,76,5.0,079
Precipitation,P90,14.744,145,6,148,,079
Precipitation,mean r>0,5.790999889373779,95,96,72,,079
Precipitation,max r>0,88.88300323486328,240,24,2,,079
W,P90,0.042,70,80,140,1.0,080
W,P10,-0.042,65,4,156,5.0,080
W,mean W>0,0.03400000184774399,235,76,130,15.0,080
W,mean W<0,-0.03099999949336052,200,20,120,7.0,080
Reflectivity,P90,-30.0,0,0,0,0.0,080
Reflectivity,mean r>0,22.24799919128418,40,76,74,3.0,080
Reflectivity,max r>0,61.82699966430664,35,76,76,5.0,080
Precipitation,P90,0.0,0,0,0,,080
Precipitation,mean r>0,0.7689999938011169,35,76,80,,080
Precipitation,max r>0,86.99400329589844,160,76,76,,080
W,P90,0.043,130,6,44,9.0,081
W,P10,-0.042,120,110,44,17.0,081
W,mean W>0,0.03400000184774399,145,30,120,18.0,081
W,mean W<0,-0.03099999949336052,30,48,36,12.0,081
Reflectivity,P90,-30.0,0,0,0,0.0,081
Reflectivity,mean r>0,21.891000747680664,50,78,70,10.0,081
Reflectivity,max r>0,62.11399841308594,35,76,76,5.0,081
Precipitation,P90,0.0,0,0,0,,081
Precipitation,mean r>0,0.7680000066757202,45,72,76,,081
Precipitation,max r>0,93.09300231933594,220,76,76,,081
W,P90,0.113,10,80,92,6.0,082
W,P10,-0.124,195,44,24,10.0,082
W,mean W>0,0.19699999690055847,215,38,90,16.0,082
W,mean W<0,-0.11299999803304672,125,120,58,9.0,082
Reflectivity,P90,-30.0,0,0,0,0.0,082
Reflectivity,mean r>0,25.299999237060547,170,96,58,4.0,082
Reflectivity,max r>0,61.93199920654297,185,114,108,5.0,082
Precipitation,P90,0.001,190,74,146,,082
Precipitation,mean r>0,3.0260000228881836,175,62,70,,082
Precipitation,max r>0,102.83300018310547,240,112,110,,082
W,P90,0.041,55,70,28,19.0,083
W,P10,-0.041,185,126,32,6.0,083
W,mean W>0,0.032999999821186066,155,136,52,10.0,083
W,mean W<0,-0.029999999329447746,40,32,34,9.0,083
Reflectivity,P90,-30.0,0,0,0,0.0,083
Reflectivity,mean r>0,22.277999877929688,80,72,76,4.0,083
Reflectivity,max r>0,62.025001525878906,35,76,76,5.0,083
Precipitation,P90,0.0,0,0,0,,083
Precipitation,mean r>0,0.7459999918937683,50,76,80,,083
Precipitation,max r>0,90.05799865722656,155,76,76,,083
W,P90,0.551,120,86,138,8.0,084
W,P10,-0.746,115,52,114,15.0,084
W,mean W>0,0.6340000033378601,125,40,6,7.0,084
W,mean W<0,-0.4320000112056732,90,12,74,15.0,084
Reflectivity,P90,30.103,195,152,6,0.0,084
Reflectivity,mean r>0,24.889999389648438,55,112,134,5.0,084
Reflectivity,max r>0,60.340999603271484,110,138,136,2.0,084
Precipitation,P90,26.907,235,116,104,,084
Precipitation,mean r>0,9.817999839782715,210,116,120,,084
Precipitation,max r>0,101.12300109863281,240,76,78,,084
W,P90,0.041,75,138,118,7.0,085
W,P10,-0.039,85,140,94,15.0,085
W,mean W>0,0.03099999949336052,175,70,118,3.0,085
W,mean W<0,-0.02800000086426735,190,26,42,9.0,085
Reflectivity,P90,-30.0,0,0,0,0.0,085
Reflectivity,mean r>0,20.645000457763672,140,76,76,5.0,085
Reflectivity,max r>0,59.5,35,76,76,5.0,085
Precipitation,P90,0.0,0,0,0,,085
Precipitation,mean r>0,0.5450000166893005,70,72,76,,085
Precipitation,max r>0,62.029998779296875,115,76,78,,085
W,P90,0.042,55,66,148,10.0,086
W,P10,-0.042,75,106,110,13.0,086
W,mean W>0,0.03400000184774399,180,50,116,18.0,086
W,mean W<0,-0.03099999949336052,160,98,106,15.0,086
Reflectivity,P90,-30.0,0,0,0,0.0,086
Reflectivity,mean r>0,22.249000549316406,135,76,68,5.0,086
Reflectivity,max r>0,61.82600021362305,35,76,76,5.0,086
Precipitation,P90,0.0,0,0,0,,086
Precipitation,mean r>0,0.7730000019073486,35,76,80,,086
Precipitation,max r>0,86.9749984741211,160,76,76,,086
W,P90,0.012,180,18,128,10.0,087
W,P10,-0.012,75,110,48,6.0,087
W,mean W>0,0.00800000037997961,170,60,120,10.0,087
W,mean W<0,-0.00800000037997961,60,40,130,18.0,087
Reflectivity,P90,-30.0,0,0,0,0.0,087
Reflectivity,mean r>0,16.993000030517578,55,78,78,6.0,087
Reflectivity,max r>0,48.14799880981445,40,76,76,3.0,087
Precipitation,P90,0.0,0,0,0,,087
Precipitation,mean r>0,0.07400000095367432,55,76,74,,087
Precipitation,max r>0,11.961999893188477,105,76,76,,087
W,P90,0.042,75,30,14,8.0,088
W,P10,-0.042,145,140,26,10.0,088
W,mean W>0,0.03400000184774399,125,152,144,10.0,088
W,mean W<0,-0.03099999949336052,175,134,78,0.0,088
Reflectivity,P90,-30.0,0,0,0,0.0,088
Reflectivity,mean r>0,22.160999298095703,25,78,78,13.0,088
Reflectivity,max r>0,61.86600112915039,35,76,76,5.0,088
Precipitation,P90,0.0,0,0,0,,088
Precipitation,mean r>0,0.7850000262260437,35,76,80,,088
Precipitation,max r>0,86.5979995727539,110,76,76,,088
W,P90,0.365,125,86,88,11.0,089
W,P10,-0.445,170,82,6,6.0,089
W,mean W>0,0.4309999942779541,185,128,54,9.0,089
W,mean W<0,-0.28200000524520874,80,102,112,4.0,089
Reflectivity,P90,11.402,40,124,102,1.0,089
Reflectivity,mean r>0,22.80500030517578,240,116,110,6.0,089
Reflectivity,max r>0,60.06700134277344,150,6,134,2.0,089
Precipitation,P90,8.548,235,106,114,,089
Precipitation,mean r>0,3.377000093460083,240,138,80,,089
Precipitation,max r>0,147.08900451660156,240,150,12,,089
W,P90,0.331,135,126,82,1.0,090
W,P10,-0.43,195,44,130,12.0,090
W,mean W>0,0.34700000286102295,120,38,64,11.0,090
W,mean W<0,-0.2630000114440918,225,66,108,9.0,090
Reflectivity,P90,1.662,230,48,134,5.0,090
Reflectivity,mean r>0,23.732999801635742,220,46,154,0.0,090
Reflectivity,max r>0,59.941001892089844,55,68,72,5.0,090
Precipitation,P90,9.572,205,8,156,,090
Precipitation,mean r>0,3.558000087738037,70,154,56,,090
Precipitation,max r>0,101.19000244140625,235,48,154,,090
W,P90,0.423,225,50,82,9.0,091
W,P10,-0.505,110,102,134,9.0,091
W,mean W>0,0.5440000295639038,235,50,46,15.0,091
W,mean W<0,-0.3089999854564667,120,66,56,10.0,091
Reflectivity,P90,22.257,220,36,130,0.0,091
Reflectivity,mean r>0,26.249000549316406,80,156,16,5.0,091
Reflectivity,max r>0,61.667999267578125,140,152,58,1.0,091
Precipitation,P90,20.258,130,150,154,,091
Precipitation,mean r>0,5.98799991607666,160,124,88,,091
Precipitation,max r>0,100.16200256347656,240,146,136,,091
W,P90,0.311,125,60,12,6.0,092
W,P10,-0.491,60,46,58,6.0,092
W,mean W>0,0.38100001215934753,180,156,26,11.0,092
W,mean W<0,-0.27399998903274536,115,138,54,5.0,092
Reflectivity,P90,13.998,110,108,150,7.0,092
Reflectivity,mean r>0,24.118000030517578,65,26,2,1.0,092
Reflectivity,max r>0,60.573001861572266,25,74,76,5.0,092
Precipitation,P90,15.132,230,68,94,,092
Precipitation,mean r>0,5.046000003814697,155,108,130,,092
Precipitation,max r>0,119.00299835205078,240,74,78,,092
W,P90,0.38,140,18,54,17.0,093
W,P10,-0.449,170,30,126,10.0,093
W,mean W>0,0.4059999883174896,115,30,134,16.0,093
W,mean W<0,-0.2800000011920929,40,38,110,4.0,093
Reflectivity,P90,13.32,95,38,18,3.0,093
Reflectivity,mean r>0,24.264999389648438,60,12,148,7.0,093
Reflectivity,max r>0,60.56700134277344,50,68,74,5.0,093
Precipitation,P90,14.639,120,40,0,,093
Precipitation,mean r>0,4.230999946594238,160,132,80,,093
Precipitation,max r>0,82.8759994506836,240,34,154,,093
W,P90,0.06,135,22,100,10.0,094
W,P10,-0.059,45,36,26,5.0,094
W,mean W>0,0.06300000101327896,50,100,36,4.0,094
W,mean W<0,-0.04699999839067459,115,14,94,19.0,094
Reflectivity,P90,-30.0,0,0,0,0.0,094
Reflectivity,mean r>0,21.788000106811523,130,100,76,6.0,094
Reflectivity,max r>0,59.06700134277344,25,74,76,5.0,094
Precipitation,P90,0.0,140,46,60,,094
Precipitation,mean r>0,0.9940000176429749,110,82,70,,094
Precipitation,max r>0,59.316001892089844,160,70,76,,094
W,P90,0.373,110,66,54,0.0,095
W,P10,-0.402,170,72,120,10.0,095
W,mean W>0,0.5230000019073486,165,34,50,3.0,095
W,mean W<0,-0.2720000147819519,135,56,34,8.0,095
Reflectivity,P90,21.815,230,110,10,2.0,095
Reflectivity,mean r>0,27.319000244140625,185,84,118,9.0,095
Reflectivity,max r>0,60.34600067138672,105,84,98,4.0,095
Precipitation,P90,10.522,205,128,156,,095
Precipitation,mean r>0,4.025000095367432,150,112,100,,095
Precipitation,max r>0,123.4990005493164,240,66,72,,095
W,P90,0.416,175,144,50,16.0,096
W,P10,-0.498,105,150,96,5.0,096
W,mean W>0,0.4569999873638153,80,74,74,13.0,096
W,mean W<0,-0.3019999861717224,170,44,94,15.0,096
Reflectivity,P90,21.679,230,114,108,0.0,096
